Query_ID,Student_Query,Priority
3976,General timetable inquiry,Low
3494,WiFi slow in library,Low
1949,Emergency leave approval required,High
1460,Elective subject change request,Medium
1769,Elective subject change request,Medium
3299,WiFi slow in library,Low
5483,Club membership request,Low
3832,Internship approval request,Medium
5742,General timetable inquiry,Low
1588,Internship approval request,Medium
4640,Club membership request,Low
1732,Club membership request,Low
5713,Assignment deadline extension request,Low
4673,Admit card not generated for upcoming exam,High
183,ID card reissue process inquiry,Medium
1792,Result not visible on portal,High
2356,Internship approval request,Medium
1941,Result not visible on portal,High
703,Fee payment failed but amount deducted,High
2443,Request for bonafide certificate,Medium
5231,Result not visible on portal,High
497,Canteen food quality feedback,Low
4664,Result not visible on portal,High
465,Exam portal is not working,High
3801,Exam portal is not working,High
5184,ID card reissue process inquiry,Medium
173,ID card reissue process inquiry,Medium
2021,Canteen food quality feedback,Low
5751,Canteen food quality feedback,Low
5339,Elective subject change request,Medium
2541,Assignment deadline extension request,Low
5948,General timetable inquiry,Low
2010,Fee payment failed but amount deducted,High
2261,Scholarship amount not credited,High
3085,Elective subject change request,Medium
2113,Exam portal is not working,High
901,Result not visible on portal,High
1447,Library access issue,Medium
1912,Internship approval request,Medium
3543,WiFi slow in library,Low
2698,Admit card not generated for upcoming exam,High
5633,ID card reissue process inquiry,Medium
3663,Transcript request status,Medium
742,Canteen food quality feedback,Low
2294,Admit card not generated for upcoming exam,High
2453,Club membership request,Low
3706,Hostel electricity issue urgent,High
4898,Elective subject change request,Medium
1207,ID card reissue process inquiry,Medium
510,Fee payment failed but amount deducted,High
5289,Scholarship amount not credited,High
3704,Club membership request,Low
3969,Sports event registration query,Low
5432,General timetable inquiry,Low
1550,Canteen food quality feedback,Low
3030,Exam portal is not working,High
4523,Emergency leave approval required,High
2203,WiFi slow in library,Low
2567,Fee payment failed but amount deducted,High
3790,Sports event registration query,Low
2045,Hostel electricity issue urgent,High
768,Assignment deadline extension request,Low
5881,WiFi slow in library,Low
3700,ID card reissue process inquiry,Medium
1509,ID card reissue process inquiry,Medium
3135,ID card reissue process inquiry,Medium
5834,WiFi slow in library,Low
422,Hostel electricity issue urgent,High
124,Hostel electricity issue urgent,High
5425,Library access issue,Medium
3716,General timetable inquiry,Low
3293,General timetable inquiry,Low
820,Request for bonafide certificate,Medium
1404,Canteen food quality feedback,Low
1383,Assignment deadline extension request,Low
2149,Assignment deadline extension request,Low
5045,Admit card not generated for upcoming exam,High
1576,Sports event registration query,Low
1639,Internship approval request,Medium
1796,ID card reissue process inquiry,Medium
3332,WiFi slow in library,Low
5771,Emergency leave approval required,High
5337,Admit card not generated for upcoming exam,High
400,Result not visible on portal,High
3152,Library access issue,Medium
2311,Exam portal is not working,High
883,Admit card not generated for upcoming exam,High
3566,Request for bonafide certificate,Medium
5965,Request for bonafide certificate,Medium
1180,Library access issue,Medium
1353,Elective subject change request,Medium
3883,Emergency leave approval required,High
5456,Emergency leave approval required,High
2131,General timetable inquiry,Low
983,WiFi slow in library,Low
457,Fee payment failed but amount deducted,High
1487,Elective subject change request,Medium
1080,General timetable inquiry,Low
1951,ID card reissue process inquiry,Medium
5159,Exam portal is not working,High
690,Internship approval request,Medium
2430,Request for bonafide certificate,Medium
642,Elective subject change request,Medium
2393,Fee payment failed but amount deducted,High
2826,Transcript request status,Medium
1954,Assignment deadline extension request,Low
3539,Canteen food quality feedback,Low
3890,Elective subject change request,Medium
3059,Hostel electricity issue urgent,High
3916,Transcript request status,Medium
4801,Internship approval request,Medium
2711,Scholarship amount not credited,High
1084,Sports event registration query,Low
4449,Result not visible on portal,High
5715,General timetable inquiry,Low
4119,Exam portal is not working,High
1885,Admit card not generated for upcoming exam,High
4511,Fee payment failed but amount deducted,High
390,Elective subject change request,Medium
2495,Canteen food quality feedback,Low
1852,Transcript request status,Medium
3037,Request for bonafide certificate,Medium
5796,Request for bonafide certificate,Medium
3604,Exam portal is not working,High
846,Request for bonafide certificate,Medium
543,Internship approval request,Medium
3725,Library access issue,Medium
92,Library access issue,Medium
3680,Club membership request,Low
5642,General timetable inquiry,Low
3905,Exam portal is not working,High
1980,Scholarship amount not credited,High
3245,Canteen food quality feedback,Low
3979,Elective subject change request,Medium
3151,Exam portal is not working,High
4901,Sports event registration query,Low
4105,Library access issue,Medium
4623,Fee payment failed but amount deducted,High
2965,ID card reissue process inquiry,Medium
3464,Library access issue,Medium
2530,Club membership request,Low
4109,Request for bonafide certificate,Medium
1677,Fee payment failed but amount deducted,High
1049,Library access issue,Medium
2950,Transcript request status,Medium
1961,Elective subject change request,Medium
2531,Scholarship amount not credited,High
4413,Transcript request status,Medium
4904,Scholarship amount not credited,High
3940,Canteen food quality feedback,Low
238,Internship approval request,Medium
4150,Emergency leave approval required,High
4858,Club membership request,Low
1134,Elective subject change request,Medium
2881,Admit card not generated for upcoming exam,High
1806,General timetable inquiry,Low
4959,Club membership request,Low
164,Internship approval request,Medium
4528,Club membership request,Low
5705,Club membership request,Low
5648,Internship approval request,Medium
4429,Transcript request status,Medium
4499,Transcript request status,Medium
4327,Admit card not generated for upcoming exam,High
266,Assignment deadline extension request,Low
2002,ID card reissue process inquiry,Medium
1812,Sports event registration query,Low
3278,Club membership request,Low
5610,Admit card not generated for upcoming exam,High
2979,Fee payment failed but amount deducted,High
4261,Fee payment failed but amount deducted,High
2907,Canteen food quality feedback,Low
4291,WiFi slow in library,Low
5498,Club membership request,Low
1429,General timetable inquiry,Low
399,Transcript request status,Medium
3965,Internship approval request,Medium
5006,Admit card not generated for upcoming exam,High
948,WiFi slow in library,Low
3079,Exam portal is not working,High
3139,General timetable inquiry,Low
5348,Canteen food quality feedback,Low
4924,Hostel electricity issue urgent,High
5574,Internship approval request,Medium
5149,Request for bonafide certificate,Medium
3230,Club membership request,Low
3995,Exam portal is not working,High
1453,ID card reissue process inquiry,Medium
594,Club membership request,Low
2726,Assignment deadline extension request,Low
42,Sports event registration query,Low
561,Transcript request status,Medium
4832,Request for bonafide certificate,Medium
5151,Exam portal is not working,High
490,Hostel electricity issue urgent,High
244,Result not visible on portal,High
3173,Fee payment failed but amount deducted,High
1340,WiFi slow in library,Low
3937,Fee payment failed but amount deducted,High
5990,Hostel electricity issue urgent,High
406,Transcript request status,Medium
1443,ID card reissue process inquiry,Medium
262,WiFi slow in library,Low
3913,Emergency leave approval required,High
3538,Emergency leave approval required,High
5469,Emergency leave approval required,High
1690,Transcript request status,Medium
3479,Admit card not generated for upcoming exam,High
1726,Assignment deadline extension request,Low
1204,Result not visible on portal,High
835,Result not visible on portal,High
1867,Elective subject change request,Medium
2497,Scholarship amount not credited,High
3017,Canteen food quality feedback,Low
4512,Sports event registration query,Low
2011,ID card reissue process inquiry,Medium
3932,Sports event registration query,Low
341,Sports event registration query,Low
4173,Transcript request status,Medium
1602,Canteen food quality feedback,Low
2797,General timetable inquiry,Low
5368,Internship approval request,Medium
5760,Assignment deadline extension request,Low
481,Exam portal is not working,High
3726,Emergency leave approval required,High
5906,Club membership request,Low
2786,Elective subject change request,Medium
1524,Transcript request status,Medium
3622,Hostel electricity issue urgent,High
4468,Assignment deadline extension request,Low
5321,Emergency leave approval required,High
5561,Result not visible on portal,High
5645,ID card reissue process inquiry,Medium
800,Assignment deadline extension request,Low
1767,Admit card not generated for upcoming exam,High
5364,Exam portal is not working,High
3026,Result not visible on portal,High
2454,Transcript request status,Medium
4074,Result not visible on portal,High
4740,Fee payment failed but amount deducted,High
4856,Library access issue,Medium
3705,Hostel electricity issue urgent,High
5611,Fee payment failed but amount deducted,High
364,Club membership request,Low
1272,Internship approval request,Medium
2004,Canteen food quality feedback,Low
5395,WiFi slow in library,Low
4246,Admit card not generated for upcoming exam,High
5624,Internship approval request,Medium
4958,Exam portal is not working,High
348,Request for bonafide certificate,Medium
3351,WiFi slow in library,Low
5896,Scholarship amount not credited,High
3614,Internship approval request,Medium
5719,Result not visible on portal,High
2563,Transcript request status,Medium
3028,Assignment deadline extension request,Low
4181,Library access issue,Medium
5499,Assignment deadline extension request,Low
1424,Sports event registration query,Low
657,Assignment deadline extension request,Low
3084,ID card reissue process inquiry,Medium
5525,WiFi slow in library,Low
2103,Result not visible on portal,High
633,Admit card not generated for upcoming exam,High
4861,Admit card not generated for upcoming exam,High
2494,Scholarship amount not credited,High
2666,Request for bonafide certificate,Medium
4339,Result not visible on portal,High
5669,Request for bonafide certificate,Medium
4404,Emergency leave approval required,High
5541,General timetable inquiry,Low
2335,Exam portal is not working,High
3549,WiFi slow in library,Low
4594,Transcript request status,Medium
2501,Hostel electricity issue urgent,High
3620,Elective subject change request,Medium
1466,Assignment deadline extension request,Low
3941,Canteen food quality feedback,Low
4014,Sports event registration query,Low
5406,Fee payment failed but amount deducted,High
116,WiFi slow in library,Low
1822,Club membership request,Low
1495,Club membership request,Low
2402,Internship approval request,Medium
3875,Sports event registration query,Low
1233,Internship approval request,Medium
2662,Sports event registration query,Low
2818,Internship approval request,Medium
5701,Scholarship amount not credited,High
5479,Club membership request,Low
1154,ID card reissue process inquiry,Medium
3910,General timetable inquiry,Low
4761,WiFi slow in library,Low
5327,Internship approval request,Medium
58,Fee payment failed but amount deducted,High
5583,Hostel electricity issue urgent,High
3884,Club membership request,Low
3062,Exam portal is not working,High
5180,Canteen food quality feedback,Low
5935,Canteen food quality feedback,Low
1736,General timetable inquiry,Low
5402,Transcript request status,Medium
2824,Result not visible on portal,High
2197,Club membership request,Low
160,Exam portal is not working,High
4101,Scholarship amount not credited,High
2476,Club membership request,Low
2565,Elective subject change request,Medium
4295,ID card reissue process inquiry,Medium
5050,Transcript request status,Medium
4140,Internship approval request,Medium
2609,Elective subject change request,Medium
5856,Fee payment failed but amount deducted,High
708,Request for bonafide certificate,Medium
3047,Scholarship amount not credited,High
5555,Internship approval request,Medium
1094,Club membership request,Low
4575,Assignment deadline extension request,Low
1377,WiFi slow in library,Low
5898,Fee payment failed but amount deducted,High
73,Sports event registration query,Low
1923,Admit card not generated for upcoming exam,High
4439,Sports event registration query,Low
4306,Result not visible on portal,High
1765,Sports event registration query,Low
744,Canteen food quality feedback,Low
4075,Library access issue,Medium
1006,ID card reissue process inquiry,Medium
2669,Request for bonafide certificate,Medium
1191,Emergency leave approval required,High
4317,Internship approval request,Medium
2602,Request for bonafide certificate,Medium
1126,Internship approval request,Medium
1242,Library access issue,Medium
4038,Canteen food quality feedback,Low
5373,Assignment deadline extension request,Low
4945,Elective subject change request,Medium
5652,Club membership request,Low
3352,Result not visible on portal,High
999,WiFi slow in library,Low
4462,Internship approval request,Medium
3825,Elective subject change request,Medium
4032,Assignment deadline extension request,Low
2685,Fee payment failed but amount deducted,High
5195,Sports event registration query,Low
1578,Scholarship amount not credited,High
3907,Transcript request status,Medium
3730,Elective subject change request,Medium
3669,Elective subject change request,Medium
5743,Scholarship amount not credited,High
1827,ID card reissue process inquiry,Medium
1344,Emergency leave approval required,High
5984,Hostel electricity issue urgent,High
5147,Canteen food quality feedback,Low
4952,Assignment deadline extension request,Low
441,Sports event registration query,Low
5941,Club membership request,Low
1101,Fee payment failed but amount deducted,High
2638,Scholarship amount not credited,High
4218,ID card reissue process inquiry,Medium
650,Library access issue,Medium
1547,Transcript request status,Medium
3232,General timetable inquiry,Low
4491,Canteen food quality feedback,Low
4557,Result not visible on portal,High
4574,Scholarship amount not credited,High
4146,Result not visible on portal,High
2853,Result not visible on portal,High
3504,Sports event registration query,Low
5385,Admit card not generated for upcoming exam,High
4691,Sports event registration query,Low
631,Admit card not generated for upcoming exam,High
673,Internship approval request,Medium
1250,ID card reissue process inquiry,Medium
4088,ID card reissue process inquiry,Medium
483,Scholarship amount not credited,High
1585,Request for bonafide certificate,Medium
4234,Sports event registration query,Low
5544,Assignment deadline extension request,Low
4205,Emergency leave approval required,High
1463,Result not visible on portal,High
3041,Exam portal is not working,High
4471,General timetable inquiry,Low
4811,Fee payment failed but amount deducted,High
4611,Library access issue,Medium
5973,Scholarship amount not credited,High
3274,Emergency leave approval required,High
3239,Club membership request,Low
3132,Admit card not generated for upcoming exam,High
3684,Emergency leave approval required,High
2579,Emergency leave approval required,High
5411,WiFi slow in library,Low
50,General timetable inquiry,Low
5126,Emergency leave approval required,High
4217,Library access issue,Medium
859,ID card reissue process inquiry,Medium
3226,Admit card not generated for upcoming exam,High
1073,Hostel electricity issue urgent,High
720,General timetable inquiry,Low
2200,Sports event registration query,Low
2632,Admit card not generated for upcoming exam,High
5849,Emergency leave approval required,High
1661,Sports event registration query,Low
1657,ID card reissue process inquiry,Medium
2426,Result not visible on portal,High
5527,Elective subject change request,Medium
5055,Scholarship amount not credited,High
5966,Club membership request,Low
4405,Library access issue,Medium
3098,General timetable inquiry,Low
3977,Library access issue,Medium
5367,Result not visible on portal,High
5878,Club membership request,Low
5698,Club membership request,Low
3190,Admit card not generated for upcoming exam,High
3990,Club membership request,Low
2935,Emergency leave approval required,High
4941,Scholarship amount not credited,High
4258,Canteen food quality feedback,Low
2607,Fee payment failed but amount deducted,High
1386,Canteen food quality feedback,Low
5572,Admit card not generated for upcoming exam,High
1400,Request for bonafide certificate,Medium
1196,General timetable inquiry,Low
1409,Sports event registration query,Low
1846,Exam portal is not working,High
1799,WiFi slow in library,Low
3958,Emergency leave approval required,High
1476,Result not visible on portal,High
5219,Emergency leave approval required,High
36,Transcript request status,Medium
4865,Elective subject change request,Medium
2346,Fee payment failed but amount deducted,High
445,Emergency leave approval required,High
5357,Fee payment failed but amount deducted,High
3313,ID card reissue process inquiry,Medium
2360,Scholarship amount not credited,High
3007,Admit card not generated for upcoming exam,High
3655,Canteen food quality feedback,Low
2207,Emergency leave approval required,High
4328,General timetable inquiry,Low
5133,Sports event registration query,Low
3658,Fee payment failed but amount deducted,High
3180,Hostel electricity issue urgent,High
3423,ID card reissue process inquiry,Medium
1287,Emergency leave approval required,High
4446,Admit card not generated for upcoming exam,High
350,Canteen food quality feedback,Low
3417,Internship approval request,Medium
2138,WiFi slow in library,Low
2692,Fee payment failed but amount deducted,High
2637,Result not visible on portal,High
4017,Result not visible on portal,High
1682,Elective subject change request,Medium
5433,Internship approval request,Medium
1693,Admit card not generated for upcoming exam,High
4425,General timetable inquiry,Low
4777,Library access issue,Medium
3636,General timetable inquiry,Low
373,Request for bonafide certificate,Medium
4605,Elective subject change request,Medium
141,Sports event registration query,Low
5591,Emergency leave approval required,High
715,Canteen food quality feedback,Low
3189,Fee payment failed but amount deducted,High
5400,Sports event registration query,Low
4190,Request for bonafide certificate,Medium
407,Library access issue,Medium
21,Emergency leave approval required,High
1005,Club membership request,Low
2412,Hostel electricity issue urgent,High
2546,Fee payment failed but amount deducted,High
2391,Club membership request,Low
4819,Club membership request,Low
43,Transcript request status,Medium
2831,Scholarship amount not credited,High
3372,Result not visible on portal,High
3023,Elective subject change request,Medium
3365,Sports event registration query,Low
12,ID card reissue process inquiry,Medium
1178,Library access issue,Medium
1948,Admit card not generated for upcoming exam,High
2502,Admit card not generated for upcoming exam,High
2864,Fee payment failed but amount deducted,High
3866,Club membership request,Low
1027,Exam portal is not working,High
3849,Sports event registration query,Low
2990,Canteen food quality feedback,Low
962,Request for bonafide certificate,Medium
2890,Elective subject change request,Medium
3016,Club membership request,Low
3339,Assignment deadline extension request,Low
4231,ID card reissue process inquiry,Medium
736,Fee payment failed but amount deducted,High
1441,Result not visible on portal,High
2876,Exam portal is not working,High
3987,Internship approval request,Medium
917,Canteen food quality feedback,Low
5003,Result not visible on portal,High
4090,Canteen food quality feedback,Low
5542,Hostel electricity issue urgent,High
4686,Emergency leave approval required,High
2773,Admit card not generated for upcoming exam,High
1625,Transcript request status,Medium
5670,Library access issue,Medium
822,General timetable inquiry,Low
1368,Club membership request,Low
3713,Elective subject change request,Medium
5999,Canteen food quality feedback,Low
851,Result not visible on portal,High
1001,Fee payment failed but amount deducted,High
4653,Library access issue,Medium
4115,Transcript request status,Medium
1638,Internship approval request,Medium
1668,Canteen food quality feedback,Low
3174,Canteen food quality feedback,Low
4561,Assignment deadline extension request,Low
1348,WiFi slow in library,Low
5721,General timetable inquiry,Low
3231,WiFi slow in library,Low
4211,Request for bonafide certificate,Medium
4607,Emergency leave approval required,High
3233,Assignment deadline extension request,Low
4902,ID card reissue process inquiry,Medium
704,Fee payment failed but amount deducted,High
4782,Transcript request status,Medium
3292,Elective subject change request,Medium
3674,Canteen food quality feedback,Low
2409,Club membership request,Low
1328,Hostel electricity issue urgent,High
5587,Emergency leave approval required,High
5697,Internship approval request,Medium
5009,Assignment deadline extension request,Low
987,Canteen food quality feedback,Low
5441,Club membership request,Low
5157,Emergency leave approval required,High
5308,Canteen food quality feedback,Low
4050,Admit card not generated for upcoming exam,High
3486,Request for bonafide certificate,Medium
2475,Exam portal is not working,High
3874,Club membership request,Low
1199,Sports event registration query,Low
4182,Transcript request status,Medium
1519,Sports event registration query,Low
1800,Request for bonafide certificate,Medium
1015,Canteen food quality feedback,Low
129,Sports event registration query,Low
1365,Elective subject change request,Medium
5508,Exam portal is not working,High
892,Transcript request status,Medium
2794,WiFi slow in library,Low
5034,Admit card not generated for upcoming exam,High
5716,Transcript request status,Medium
5142,Scholarship amount not credited,High
3250,Canteen food quality feedback,Low
1209,Library access issue,Medium
3869,Transcript request status,Medium
4066,Elective subject change request,Medium
5130,Internship approval request,Medium
1240,Exam portal is not working,High
2290,Club membership request,Low
2741,Scholarship amount not credited,High
276,Transcript request status,Medium
1036,Scholarship amount not credited,High
1230,Assignment deadline extension request,Low
1009,Assignment deadline extension request,Low
3829,Internship approval request,Medium
2533,WiFi slow in library,Low
1059,Result not visible on portal,High
5518,Request for bonafide certificate,Medium
282,Exam portal is not working,High
1044,Hostel electricity issue urgent,High
1317,Library access issue,Medium
969,Internship approval request,Medium
2382,Elective subject change request,Medium
4788,Transcript request status,Medium
1940,WiFi slow in library,Low
5202,Club membership request,Low
1275,ID card reissue process inquiry,Medium
620,ID card reissue process inquiry,Medium
4355,Hostel electricity issue urgent,High
1743,ID card reissue process inquiry,Medium
1391,Internship approval request,Medium
4881,Hostel electricity issue urgent,High
1580,Fee payment failed but amount deducted,High
1656,Internship approval request,Medium
3569,Elective subject change request,Medium
2353,ID card reissue process inquiry,Medium
2213,Exam portal is not working,High
5964,Canteen food quality feedback,Low
3179,General timetable inquiry,Low
3193,WiFi slow in library,Low
1308,Sports event registration query,Low
576,Hostel electricity issue urgent,High
2361,Exam portal is not working,High
1281,Emergency leave approval required,High
4878,Assignment deadline extension request,Low
4962,Result not visible on portal,High
1994,Result not visible on portal,High
2640,Fee payment failed but amount deducted,High
270,Canteen food quality feedback,Low
630,Assignment deadline extension request,Low
4445,Sports event registration query,Low
3082,Library access issue,Medium
3467,Emergency leave approval required,High
5234,Scholarship amount not credited,High
4024,Elective subject change request,Medium
2047,Club membership request,Low
4711,Club membership request,Low
2114,Sports event registration query,Low
28,General timetable inquiry,Low
2041,Elective subject change request,Medium
3929,Club membership request,Low
5422,Assignment deadline extension request,Low
3217,Transcript request status,Medium
3815,Canteen food quality feedback,Low
130,Hostel electricity issue urgent,High
4448,Fee payment failed but amount deducted,High
5889,Assignment deadline extension request,Low
14,Emergency leave approval required,High
5143,Result not visible on portal,High
1526,Scholarship amount not credited,High
2366,Transcript request status,Medium
3053,Admit card not generated for upcoming exam,High
4006,WiFi slow in library,Low
2341,Result not visible on portal,High
375,Transcript request status,Medium
4373,Club membership request,Low
5153,Hostel electricity issue urgent,High
940,Sports event registration query,Low
5745,Canteen food quality feedback,Low
2148,Admit card not generated for upcoming exam,High
3592,Request for bonafide certificate,Medium
5444,Request for bonafide certificate,Medium
5042,Request for bonafide certificate,Medium
3624,Library access issue,Medium
530,Hostel electricity issue urgent,High
3715,Exam portal is not working,High
1270,Elective subject change request,Medium
4282,Result not visible on portal,High
1395,Emergency leave approval required,High
4010,Internship approval request,Medium
1798,Fee payment failed but amount deducted,High
2980,Fee payment failed but amount deducted,High
1442,ID card reissue process inquiry,Medium
5297,Elective subject change request,Medium
5850,Canteen food quality feedback,Low
3812,Request for bonafide certificate,Medium
1274,Fee payment failed but amount deducted,High
1713,Sports event registration query,Low
956,Club membership request,Low
4443,Sports event registration query,Low
4795,Exam portal is not working,High
5377,Club membership request,Low
404,General timetable inquiry,Low
2072,Assignment deadline extension request,Low
5702,Fee payment failed but amount deducted,High
1978,General timetable inquiry,Low
159,Sports event registration query,Low
3889,Canteen food quality feedback,Low
903,General timetable inquiry,Low
353,Result not visible on portal,High
4131,Hostel electricity issue urgent,High
755,Sports event registration query,Low
2972,WiFi slow in library,Low
5971,ID card reissue process inquiry,Medium
2921,Library access issue,Medium
312,Request for bonafide certificate,Medium
662,Club membership request,Low
1990,Admit card not generated for upcoming exam,High
3666,Internship approval request,Medium
307,Sports event registration query,Low
2336,ID card reissue process inquiry,Medium
2357,Admit card not generated for upcoming exam,High
3703,Result not visible on portal,High
3805,Canteen food quality feedback,Low
1928,Elective subject change request,Medium
3428,Scholarship amount not credited,High
750,Canteen food quality feedback,Low
3639,Result not visible on portal,High
5244,Result not visible on portal,High
1267,Canteen food quality feedback,Low
5918,Library access issue,Medium
5300,General timetable inquiry,Low
3596,Result not visible on portal,High
2135,Canteen food quality feedback,Low
4110,Fee payment failed but amount deducted,High
515,Request for bonafide certificate,Medium
5362,Internship approval request,Medium
410,Fee payment failed but amount deducted,High
4476,General timetable inquiry,Low
5976,Request for bonafide certificate,Medium
5931,Scholarship amount not credited,High
5194,Exam portal is not working,High
208,Hostel electricity issue urgent,High
459,Fee payment failed but amount deducted,High
2055,Admit card not generated for upcoming exam,High
2431,Sports event registration query,Low
251,Scholarship amount not credited,High
5120,Sports event registration query,Low
1108,Result not visible on portal,High
4863,Exam portal is not working,High
1714,Transcript request status,Medium
3912,Hostel electricity issue urgent,High
716,General timetable inquiry,Low
553,Library access issue,Medium
1440,Exam portal is not working,High
2271,Emergency leave approval required,High
3145,Transcript request status,Medium
5744,Admit card not generated for upcoming exam,High
1926,Fee payment failed but amount deducted,High
635,Hostel electricity issue urgent,High
317,Sports event registration query,Low
5637,Assignment deadline extension request,Low
428,ID card reissue process inquiry,Medium
4454,Exam portal is not working,High
106,WiFi slow in library,Low
3042,Fee payment failed but amount deducted,High
4239,Scholarship amount not credited,High
2170,Hostel electricity issue urgent,High
1710,Request for bonafide certificate,Medium
90,Exam portal is not working,High
2242,Sports event registration query,Low
3175,Admit card not generated for upcoming exam,High
4479,Library access issue,Medium
1950,Canteen food quality feedback,Low
4045,Sports event registration query,Low
2849,Result not visible on portal,High
2,Emergency leave approval required,High
4338,Elective subject change request,Medium
936,General timetable inquiry,Low
5134,Admit card not generated for upcoming exam,High
2721,Hostel electricity issue urgent,High
592,Scholarship amount not credited,High
4909,General timetable inquiry,Low
2937,Canteen food quality feedback,Low
2449,Admit card not generated for upcoming exam,High
1577,Elective subject change request,Medium
5005,Assignment deadline extension request,Low
214,ID card reissue process inquiry,Medium
779,Result not visible on portal,High
3497,Club membership request,Low
4706,Request for bonafide certificate,Medium
2044,WiFi slow in library,Low
5439,Assignment deadline extension request,Low
1568,Club membership request,Low
166,Result not visible on portal,High
3567,Club membership request,Low
4591,Canteen food quality feedback,Low
2014,Request for bonafide certificate,Medium
274,Elective subject change request,Medium
3861,Club membership request,Low
4168,Hostel electricity issue urgent,High
4789,Internship approval request,Medium
3789,WiFi slow in library,Low
395,Admit card not generated for upcoming exam,High
584,Request for bonafide certificate,Medium
5981,Scholarship amount not credited,High
5565,Canteen food quality feedback,Low
5741,Elective subject change request,Medium
521,Assignment deadline extension request,Low
1764,Sports event registration query,Low
1876,WiFi slow in library,Low
3966,Assignment deadline extension request,Low
3345,WiFi slow in library,Low
2254,Result not visible on portal,High
3225,Request for bonafide certificate,Medium
527,Hostel electricity issue urgent,High
2947,Exam portal is not working,High
3900,ID card reissue process inquiry,Medium
693,Sports event registration query,Low
5675,ID card reissue process inquiry,Medium
3634,Result not visible on portal,High
1051,Exam portal is not working,High
591,Library access issue,Medium
520,General timetable inquiry,Low
3381,Library access issue,Medium
3677,General timetable inquiry,Low
4938,Hostel electricity issue urgent,High
1608,Elective subject change request,Medium
3611,Canteen food quality feedback,Low
5813,ID card reissue process inquiry,Medium
1810,General timetable inquiry,Low
792,Transcript request status,Medium
793,Admit card not generated for upcoming exam,High
4928,Hostel electricity issue urgent,High
1856,Admit card not generated for upcoming exam,High
1981,Fee payment failed but amount deducted,High
3234,Internship approval request,Medium
3599,Library access issue,Medium
934,Transcript request status,Medium
3964,Canteen food quality feedback,Low
5573,Request for bonafide certificate,Medium
4180,Request for bonafide certificate,Medium
4027,Sports event registration query,Low
4117,Admit card not generated for upcoming exam,High
989,Request for bonafide certificate,Medium
4627,Canteen food quality feedback,Low
3454,Assignment deadline extension request,Low
5478,Admit card not generated for upcoming exam,High
3779,Fee payment failed but amount deducted,High
5350,WiFi slow in library,Low
3094,Club membership request,Low
3156,Exam portal is not working,High
3202,Library access issue,Medium
4840,Hostel electricity issue urgent,High
1099,Result not visible on portal,High
4980,Fee payment failed but amount deducted,High
2845,Hostel electricity issue urgent,High
887,Sports event registration query,Low
5919,Scholarship amount not credited,High
4652,Scholarship amount not credited,High
516,WiFi slow in library,Low
5785,Library access issue,Medium
1454,Sports event registration query,Low
3554,Assignment deadline extension request,Low
3610,Assignment deadline extension request,Low
2507,Scholarship amount not credited,High
2995,Exam portal is not working,High
4000,Hostel electricity issue urgent,High
5689,Canteen food quality feedback,Low
907,Elective subject change request,Medium
29,General timetable inquiry,Low
2508,Assignment deadline extension request,Low
2429,Sports event registration query,Low
763,Elective subject change request,Medium
3748,Result not visible on portal,High
285,General timetable inquiry,Low
687,Assignment deadline extension request,Low
2354,Fee payment failed but amount deducted,High
4826,Library access issue,Medium
22,Elective subject change request,Medium
2753,Request for bonafide certificate,Medium
886,Club membership request,Low
918,Elective subject change request,Medium
1041,Library access issue,Medium
1266,Emergency leave approval required,High
5188,Request for bonafide certificate,Medium
278,Club membership request,Low
2085,Sports event registration query,Low
1246,Transcript request status,Medium
2383,Fee payment failed but amount deducted,High
572,WiFi slow in library,Low
1436,Hostel electricity issue urgent,High
3903,Internship approval request,Medium
1248,Admit card not generated for upcoming exam,High
3527,Sports event registration query,Low
2515,Fee payment failed but amount deducted,High
1008,Scholarship amount not credited,High
5193,WiFi slow in library,Low
2065,Scholarship amount not credited,High
5749,Sports event registration query,Low
1691,Club membership request,Low
5590,Canteen food quality feedback,Low
1986,Canteen food quality feedback,Low
295,Library access issue,Medium
1548,WiFi slow in library,Low
2013,Library access issue,Medium
589,Emergency leave approval required,High
3330,Result not visible on portal,High
2404,Scholarship amount not credited,High
2130,Elective subject change request,Medium
3999,ID card reissue process inquiry,Medium
5251,Exam portal is not working,High
3742,Internship approval request,Medium
3509,Admit card not generated for upcoming exam,High
2720,Club membership request,Low
5462,Result not visible on portal,High
5468,Transcript request status,Medium
557,Elective subject change request,Medium
2470,Internship approval request,Medium
3739,Hostel electricity issue urgent,High
4287,Exam portal is not working,High
4933,General timetable inquiry,Low
1717,Result not visible on portal,High
2605,Admit card not generated for upcoming exam,High
4944,Scholarship amount not credited,High
1705,Assignment deadline extension request,Low
2140,Elective subject change request,Medium
3240,Request for bonafide certificate,Medium
2384,Exam portal is not working,High
4312,WiFi slow in library,Low
1286,General timetable inquiry,Low
5106,Hostel electricity issue urgent,High
5358,Elective subject change request,Medium
3931,Scholarship amount not credited,High
4538,Elective subject change request,Medium
1592,Hostel electricity issue urgent,High
5311,Elective subject change request,Medium
2163,General timetable inquiry,Low
2397,Library access issue,Medium
318,Admit card not generated for upcoming exam,High
5384,Sports event registration query,Low
3112,Emergency leave approval required,High
4037,Canteen food quality feedback,Low
796,Hostel electricity issue urgent,High
3021,General timetable inquiry,Low
1712,Request for bonafide certificate,Medium
